id,title_en,description_en
213,เจาะไส้ใน ISUZU D-MAX 1.9 DDi BLUE POWER,เวอร์ชั่นไมเนอร์เชนจ์ของ New D-MAX เข้ามาสานต่อยอดขายรถกระบะที่อยู่ในอันดับต้นๆ ของประเทศไทย D-MAX เครื่องยนต์ใหม่โผล่ออกมาในช่วงปลายปี 2558 เป็นการเติมเต็มสมรรถนะด้านการใช้งานที่ใช้การย่อขนาดเครื่องยนต์ด้วยแนวคิดประหยัดเชื้อเพลิงและลดการปล่อย Co2 New D-MAX ปรับหน้ากระจังใหม่ให้สอดรับกับสไตล์ปิกอัพมห....
214,VW Says New Device Could Fix Test-Cheating Cars,"UPDATE: 10:08 p.m. EST -- Volkswagen AG (VOWG_p.DE) will propose to U.S. authorities a new catalytic converter system that could be fitted to about 430,000 cars capable of cheating diesel emissions tests, Chief Executive Matthias Mueller said on Sunday."
215,Pfungwe villagers seek capacitation,"Sunday, 10 January 2016 15:49 Villagers in Pfungwe have called on the government and other organizations to help them in organising themselves to come up with effective response mechanisms as the weather conditions have become harsher due to climate change. Zimbabwe and other countries are this year experiencing the worst El Nino in 18 years."
216,"SAP SE : January 11, 2016SAP and Accenture Join Forces in Core and Industry Platform Development and Go-to-Market for SAP® S/4HANA &rsaquo;","January 11, 2016 SAP - Database Technology. WALLDORF, Germany, and NEW YORK - SAP SE and Accenture (NYSE: ACN) are joining forces in the core and industry development and go-to-market of SAP Business Suite 4 SAP HANA (SAP S/4HANA), the next-generation business suite from SAP built on the industry's most advanced in-memory platform."
217,The 8th Annual Global CSR & Summit 2016,"The worldhas changed drastically since the last decade. Issues common in the CSR space such as the environment and ecology, people and societies, corporations and the economy have become even more challenging today. The state of environmental degradation have become more severe in many societies...."
218,Buick reveals Avista concept coupe ahead of Detroit auto show - Roadshow,"It's not a Grand National, but the Buick Avista concept is show-stopping beautiful and does pack a decent performance punch. On the night before press days at the North American International Auto Show, Buick took the wraps off of its 2 + 2 coupe concept that pushes the brand's design forward, but...."
219,"State of the Union address to Congress, nation will pitch Obama’s agenda, record","WASHINGTON â€” President Obama will use his seventh and final State of the Union address on Tuesday to frame the nation's future in an election year, pitching his agenda and his record as a proven path to success, as opposed to the vision being cast by the Republicans seeking to replace him."
220,VW chief apologises over emissions scandal on first US trip,"DETROIT: Volkswagen chief executive Matthias Mueller on Sunday (Jan 10) apologised for cheating diesel car emissions tests on his first official US visit since the scandal broke in September. ""We know we deeply disappointed our customers, the responsible government bodies, and the general public...."
221,Spiders are a treasure trove of scientific wonder,"Australia has an incredible diversity of native spiders, including the potentially lethal funnel-web, the ubiquitous huntsman, and the charming peacock spider. Only two can be deadly for humans – the funnel-web and redback spiders – and we have antivenom for both."
222,UAE Cabinet approves plan to rate public hospitals,"Abu Dhabi: In a major decision, the UAE Cabinet on Sunday approved a nationwide programme to evaluate public hospitals and clinics by introducing a number of criteria to measure quality of health care services and build a unified database to develop policies and strategies."
223,view all >,"Food For Thought *I DO not understand why my people are getting excited about what those racist white people have to say about us blacks. I am surprised, however, to read that we are apparently lazy and useless, while we are the very same people who clean the houses of the whites, cook for them and even wash them."
224,Daimler : The new E-Class: The most intelligent business saloon,"Stuttgart. Mercedes-Benz taking a big step into the future with the new E‑Class. Tenth-generation business saloon delivers stylish highlights with its distinct, emotive design and high-grade interior. New E-Class also marks the world premiere of numerous technical innovations."
225,"Mercedes has recovered from Volkswagen diesel hit, chief says","DETROIT: Mercedes-Benz has recovered from an initial hit to sales of its diesel vehicles due to the Volkswagen emissions-cheating scandal, Daimler Chairman Dieter Zetsche has said. ""For some time the entire industry was affected"" by the VW scandal, Zetsche, who is also head of Mercedes-Benz Cars, told AFP on the sidelines of the Detroit auto show."
226,Desperate situation for shepherds affected by the fire of Quesada,"Are being spent on mount more than two million. Have No 20.000 for farmers? We are not also part of the balance of the field? We were told to wait to after the elections. But time is passing and the aid does not arrive, Gabriela regrets. Together with her husband, Hilario Fernández, has a herd of 2."
227,VW's latest plug-in hybrid is built for off-roading,"Most vehicles are better-suited to the streets than mud and rocks, but Volkswagen thinks it can make an exception. Its just-unveiled Tiguan GTE Active Concept mates a 148HP gas engine with two electric motors to provide an environmentally responsible off-roader."
228,"World Pope baptizes 26 babies in celebration of Jesus' baptism Pope baptizes 26 babies in celebration of Jesus' baptism Sunday marked the Feast of the Baptism of Our Lord for the Catholic Church. Pope Francis celebrated by baptizing 26 infants. Video provided by Newsy World 13 hours, 13 minutes ago Nation Now January political cartoons from Gannett cartoonists January political cartoons from Gannett cartoonists The cartoonist's homepage, news-press.com/opinion Nation Now 14 hours, 43 minutes ago World U.S. B-52 flight ups ante in nuclear weapons dispute with North Korea U.S. B-52 flight ups ante in nuclear weapons dispute with North Korea U.S. officials responded to last week’s reported test of a hydrogen bomb in North Korea with a menacing demonstration of its own Sunday. World 19 hours, 18 minutes ago World Mexico: Sean Penn interview helped nab 'El Chapo' Mexico: Sean Penn interview helped nab 'El Chapo' A Mexican official said security forces found world's most-wanted trafficker thanks to a secret interview with U.S. actor Sean Penn. World 19 hours, 50 minutes ago World Mexico returns drug lord 'El Chapo' to prison after capture Mexico returns drug lord 'El Chapo' to prison after capture Hours after he was recaptured, Mexican drug lord Joaquin ""El Chapo"" Guzman was being flown back to the maximum-security prison from where he escaped six months ago. Video provided by AFP World 1 day, 10 hours ago World Golden Mao statue comes down after Chinese social media eruption Golden Mao statue comes down after Chinese social media eruption A giant golden statue of Mao Zedong built in rural China was suddenly torn down this week. World 1 day, 11 hours ago World Lawyer: 231 children abused in German Catholic choir Lawyer: 231 children abused in German Catholic choir The claims hit close to home for Pope Benedict XVI, whose older brother directed the famous Bavarian choir during that time. World 1 day, 11 hours ago News U.N. calls for access to starving Syrians U.N. calls for access to starving Syrians In light of dramatic photos of starving Syrians that have gone global, the United Nations is calling for ""unimpeded humanitarian access"" to hard-to-reach sections of Syria besieged by conflict. News 1 day, 13 hours ago World Germany's Merkel backs tighter refugee rules amid sex assault protests Germany's Merkel backs tighter refugee rules amid sex assault protests German leader wants to deny asylum to foreigners convicted of crimes World 1 day, 14 hours ago World European tourists in stable condition after Egypt stabbing European tourists in stable condition after Egypt stabbing Two Austrians and a Swede who were stabbed in an attack on a hotel in Egypt’s Red Sea resort of Hurghada were only lightly wounded and in stable condition on Saturday, an Egyptian hospital official said. World 1 day, 17 hours ago Opinion Now women need to seek those combat jobs: Column Now women need to seek those combat jobs: Column Ladies, there's great challenge and opportunity in the infantry, time to step up. Opinion 1 day, 17 hours ago World Raw: 'El Chapo' escorted to plane after arrest Raw: 'El Chapo' escorted to plane after arrest Following his arrest in Mexico Friday, the world's most-wanted drug lord was escorted onto a plane. Joaquin 'El Chapo' Guzman was caught six months after tunneling out of a maximum security prison. (Jan. 8) World 2 days, 4 hours ago World Vatican picture show Vatican picture show People gather to watch images projected on the facade of St. Peter's Basilica at the Vatican. The Vatican is lending itself to environmentalism with a special public art installation timed to coincide with the final stretch of climate negotiations in Paris. The... World 1 month ago World Airstrikes reduce Islamic State oil revenue Airstrikes reduce Islamic State oil revenue Shortages of fuel reported in Islamic State-controlled territories in Iraq and Syria. World 2 days, 7 hours ago World Fugitive Mexican drug kingpin 'El Chapo' captured Fugitive Mexican drug kingpin 'El Chapo' captured A special forces team captures Guzman after a gunbattle in his home state of Sinaloa. World 2 days, 8 hours ago World Fugitive Mexican drug lord 'El Chapo' captured again Fugitive Mexican drug lord 'El Chapo' captured again After escaping prison twice, most recently in 2015, Joaquin ""El Chapo"" Guzman has been caught again. World 2 days, 8 hours ago World Smog hovers over China Smog hovers over China A woman uses a scarf and others wear masks to cover their faces from pollutants as they walk along a street on a polluted day in Beijing. Schools closed and rush-hour roads were much quieter than normal as Beijing's first-ever red alert for smog took effect,... World 1 month ago World 18 asylum seekers linked to New Year's Eve attacks in Cologne 18 asylum seekers linked to New Year's Eve attacks in Cologne German police say that asylum seekers are among those who allegedly carried out a string of sexual assaults during New Year’s Eve celebrations, Germany’s Interior Ministry said on Friday. World 2 days, 9 hours ago World N. Korea is biggest concern for U.S. Navy’s top commander in Asia N. Korea is biggest concern for U.S. Navy’s top commander in Asia The head of the U.S. 7th Fleet says North Korea is his biggest concern. World 2 days, 11 hours ago World 'Mein Kampf’ published in Germany for 1st time since WWII 'Mein Kampf’ published in Germany for 1st time since WWII New annotated version seeks to ""demystify and debunk"" the Nazi leader's writing. World 2 days, 11 hours ago World Hitler's 'Mein Kampf' published for 1st time since WWII Hitler's 'Mein Kampf' published for 1st time since WWII Historians have annotated Adolf Hitler's anti-Semitic manifesto to expose his ""lies, half-truths and vicious tirades."" Video provided by Newsy World 2 days, 12 hours ago","Pope baptizes 26 babies in celebration of Jesus' baptism. Sunday marked the Feast of the Baptism of Our Lord for the Catholic Church. Pope Francis celebrated by baptizing 26 infants. Video provided by Newsy.

Pope baptizes 26 babies in celebration of Jesus' baptism Sunday marked the Feast of the Baptism of Our Lord for the Catholic Church."
